Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,753,0,122,176,65,363,75.63
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,754,-,-,-,-,1098,75.62
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,755,0,177,225,142,544,70.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,756,0,387,486,306,1179,73.87
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,757,0,440,487,340,1267,70.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,758,0,221,193,189,603,62.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,759,-,-,-,-,780,68.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,760,0,223,274,200,697,68.81
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,761,-,-,-,-,1085,66.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,762,0,252,429,209,890,68.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,763,0,291,233,211,735,63.31
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,764,0,631,564,367,1562,64.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,765,0,331,382,239,952,69.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,766,-,-,-,-,951,67.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,767,0,282,365,170,817,66.31
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,768,0,82,111,63,256,69.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,769,0,270,267,185,722,66.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,770,-,-,-,-,908,65.94
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,771,0,334,388,232,954,68.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,772,0,356,241,234,831,62.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,773,0,467,312,244,1023,63.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,774,0,189,256,110,555,63.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,775,0,447,439,183,1069,65.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,776,0,417,397,244,1058,65.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,777,0,129,132,99,360,70.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,778,0,121,120,78,319,63.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,779,0,169,134,118,421,68.01
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,781,0,124,157,72,353,68.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,782,0,227,184,126,537,61.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,783,0,375,413,227,1015,72.34
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,784,0,304,368,201,873,67.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,785,0,129,157,96,382,65.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,786,0,336,296,225,857,63.72
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,787,-,-,-,-,77,65.81
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,788,0,250,265,149,664,66.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,789,-,-,-,-,25,65.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,790,-,-,-,-,28,51.85
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,791,-,-,-,-,255,67.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,792,0,271,308,177,756,69.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,793,0,267,317,135,719,65.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,794,0,402,401,204,1007,67.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,796,-,-,-,-,55,73.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,797,0,353,354,271,978,68.78
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,798,0,668,597,433,1698,65.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,8,0,199,145,180,524,73.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,800,0,210,207,131,548,64.47
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,801,0,277,368,223,868,76.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,802,0,227,360,192,779,72.60
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,803,0,206,360,223,789,72.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,804,0,353,396,167,916,73.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,805,-,-,-,-,857,67.22
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,806,0,276,264,192,732,72.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,807,0,263,273,208,744,73.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,808,0,139,159,196,494,76.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,809,0,55,53,78,186,73.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,810,-,-,-,-,1579,72.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,811,0,245,341,268,854,71.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,812,-,-,-,-,913,70.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,813,0,501,769,412,1682,73.32
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,814,0,353,534,252,1139,69.03
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,815,0,195,189,199,583,64.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,816,-,-,-,-,1129,74.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,817,0,232,367,173,772,75.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,818,0,185,267,188,640,71.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,819,0,180,216,139,535,68.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,820,-,-,-,-,1700,73.24
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,821,0,488,574,358,1420,71.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,822,-,-,-,-,872,72.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,823,0,294,454,289,1037,72.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,824,0,161,190,173,524,66.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,825,0,517,564,254,1335,70.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,826,0,108,155,155,418,68.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,827,0,255,267,176,698,67.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,829,-,-,-,-,793,69.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,830,0,190,290,171,651,68.89
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,831,0,71,95,45,211,72.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,832,-,-,-,-,652,72.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,833,-,-,-,-,75,74.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,834,-,-,-,-,20,76.92
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,835,-,-,-,-,3,75.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,836,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,837,0,393,478,264,1135,73.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,838,0,89,91,77,257,66.41
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,839,-,-,-,-,361,67.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,840,0,196,369,147,712,71.41
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,841,0,297,276,238,811,65.83
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,842,-,-,-,-,116,71.17
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,843,-,-,-,-,35,76.09
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,844,-,-,-,-,1,33.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,845,0,257,256,220,733,72.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,846,0,387,329,322,1038,69.90
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,847,0,518,661,400,1579,70.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,848,0,145,166,119,430,63.61
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,849,0,69,144,48,261,70.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,850,0,37,34,45,116,58.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,851,0,200,256,172,628,71.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,852,-,-,-,-,14,93.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,853,0,161,193,199,553,64.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,854,0,308,377,279,964,70.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,856,0,279,480,225,984,72.09
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,857,0,477,522,268,1267,69.42
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,858,-,-,-,-,940,66.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,859,0,333,494,234,1061,68.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,860,-,-,-,-,435,69.71
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,862,0,342,557,289,1188,71.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,888,-,-,-,-,82,76.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,889,0,73,140,55,268,67.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,890,0,276,427,206,909,70.30
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,891,0,330,473,222,1025,68.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,892,-,-,-,-,64,67.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,893,0,30,62,39,131,69.31
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,894,-,-,-,-,13,65.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,895,0,125,183,190,498,70.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,896,-,-,-,-,28,59.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,897,0,219,313,178,710,72.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,9,0,479,451,457,1387,71.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,900,0,110,131,172,413,67.48
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,901,0,182,175,180,537,64.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,903,0,274,689,345,1308,70.97
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,904,-,-,-,-,1487,71.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,905,0,73,112,79,264,70.78
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,906,0,87,152,103,342,71.85
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,907,0,166,215,179,560,73.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,909,0,223,417,263,903,71.44
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,910,0,249,256,251,756,67.32
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,911,0,236,300,198,734,65.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,913,-,-,-,-,1221,67.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,914,0,132,209,175,516,67.45
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,915,0,190,368,211,769,70.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,916,0,90,105,85,280,65.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,918,0,55,76,62,193,64.98
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,919,0,231,331,267,829,67.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,920,-,-,-,-,561,70.30
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,922,0,138,238,197,573,72.53
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,923,-,-,-,-,113,68.48
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,924,0,30,43,32,105,61.76
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,926,0,148,178,117,443,68.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,928,-,-,-,-,1350,70.17
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,930,-,-,-,-,311,67.90
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,931,0,77,97,113,287,64.21
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,932,0,71,104,47,222,64.53
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,933,-,-,-,-,1,33.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,934,0,269,445,475,1189,68.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,935,-,-,-,-,76,74.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,936,0,40,59,46,145,72.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,937,-,-,-,-,10,66.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,938,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,939,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,940,0,88,77,63,228,67.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,941,0,93,113,108,314,64.48
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,942,-,-,-,-,135,69.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,943,0,50,34,39,123,75.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,944,-,-,-,-,3,100.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,945,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,947,0,396,680,408,1484,71.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,948,0,148,273,319,740,71.91
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,949,0,187,208,159,554,70.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,950,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,951,-,-,-,-,671,74.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,953,0,189,240,201,630,70.47
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,955,0,69,121,127,317,74.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,957,0,112,120,168,400,71.05
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,959,0,75,173,263,511,69.34
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,960,0,54,52,50,156,69.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,961,0,121,194,191,506,75.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,963,0,112,101,73,286,70.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,965,0,445,617,585,1647,66.60
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,966,-,-,-,-,106,71.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,967,0,77,114,129,320,77.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,968,-,-,-,-,3,60.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,969,0,335,457,243,1035,67.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,970,-,-,-,-,83,65.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,971,0,96,59,74,229,56.97
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,974,0,190,110,137,437,63.24
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,975,-,-,-,-,108,67.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,976,-,-,-,-,108,71.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,978,0,89,215,106,410,69.85
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,979,0,76,74,82,232,61.38
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,980,0,57,39,77,173,66.80
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,981,0,122,116,127,365,63.92
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,982,-,-,-,-,57,67.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,983,0,94,85,67,246,71.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,984,0,261,453,405,1119,67.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,985,-,-,-,-,89,60.96
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,987,-,-,-,-,49,63.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,989,-,-,-,-,7,70.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,099,0,323,224,233,780,80.66
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,990,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,991,0,259,145,153,557,61.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,992,-,-,-,-,38,41.30
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,993,-,-,-,-,93,66.43
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,994,0,104,82,91,277,63.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,995,0,331,509,295,1135,67.72
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,996,0,226,342,249,817,67.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,997,-,-,-,-,119,60.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,YES,,999,0,32,48,47,127,68.28
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,1,-,-,-,-,95,28.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,10,-,-,-,-,6,18.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,100,-,-,-,-,264,31.88
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,101,0,147,164,94,405,26.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,102,0,168,245,97,510,24.98
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,103,0,149,203,97,449,28.42
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,104,-,-,-,-,31,26.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,105,0,66,91,57,214,22.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,106,0,64,66,64,194,26.80
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,107,0,39,58,42,139,32.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,108,0,108,114,140,362,30.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,109,0,84,156,95,335,29.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,11,0,89,136,113,338,32.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,110,0,55,91,82,228,26.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,111,0,144,177,164,485,27.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,112,-,-,-,-,76,28.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,113,0,49,44,79,172,26.75
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,114,0,96,119,35,250,23.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,115,0,132,133,165,430,27.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,116,0,44,43,35,122,25.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,117,0,73,88,96,257,18.97
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,118,0,35,45,64,144,26.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,119,0,80,89,107,276,27.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,120,-,-,-,-,76,24.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,121,0,44,39,58,141,26.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,122,-,-,-,-,2,22.22
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,123,0,131,179,181,491,26.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,124,0,171,139,210,520,29.56
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,125,-,-,-,-,76,29.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,126,0,58,81,82,221,23.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,127,-,-,-,-,357,19.76
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,128,0,75,102,95,272,22.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,129,-,-,-,-,318,23.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,13,0,114,167,97,378,33.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,130,0,145,169,195,509,25.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,131,0,98,153,143,394,26.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,133,0,45,66,103,214,24.43
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,134,0,78,91,86,255,23.29
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,135,-,-,-,-,310,23.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,136,0,105,138,134,377,23.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,137,-,-,-,-,45,20.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,138,0,44,91,84,219,23.80
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,139,0,33,50,64,147,24.42
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,14,0,110,219,137,466,31.85
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,140,0,69,171,89,329,21.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,141,0,61,88,74,223,22.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,142,0,93,192,147,432,25.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,143,0,81,165,178,424,25.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,144,-,-,-,-,32,22.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,145,-,-,-,-,69,22.85
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,146,0,149,171,175,495,30.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,148,0,128,110,158,396,28.21
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,149,0,103,120,76,299,23.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,15,0,35,40,57,132,25.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,150,-,-,-,-,102,27.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,151,-,-,-,-,58,19.80
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,152,0,58,88,94,240,24.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,153,-,-,-,-,10,19.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,154,0,57,80,89,226,25.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,155,0,58,77,77,212,22.22
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,156,0,85,92,119,296,25.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,157,0,64,85,110,259,26.56
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,158,-,-,-,-,78,33.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,159,0,60,89,114,263,27.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,16,0,63,76,83,222,27.24
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,160,-,-,-,-,138,23.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,161,0,42,83,78,203,26.40
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,162,0,51,77,51,179,25.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,163,0,40,61,54,155,23.92
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,164,0,42,72,61,175,20.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,165,-,-,-,-,43,28.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,166,-,-,-,-,47,23.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,167,-,-,-,-,103,37.45
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,168,-,-,-,-,414,28.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,169,-,-,-,-,84,33.60
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,17,0,103,158,126,387,29.08
